IndicatorName,IndicatorCode,Location,LocationCode,Year,Disaggregation,NumericValue,DisplayValue,Comments
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,African Region,AFR,2022,NA,25.53486,26,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Algeria,DZA,2022,NA,84.8041,85,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Armenia,ARM,2022,NA,94.42366,94,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Bahrain,BHR,2022,NA,100,100,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Bangladesh,BGD,2022,NA,61.72854,62,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Belize,BLZ,2022,NA,90.28829,90,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Benin,BEN,2022,NA,12.13046,12,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Bhutan,BTN,2022,NA,93.20418,93,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Bolivia (Plurinational State of),BOL,2022,NA,26.98737,27,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Burkina Faso,BFA,2022,NA,9.15637,9,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Burundi,BDI,2022,NA,6.30359,6,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Cambodia,KHM,2022,NA,83.35053,83,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Cameroon,CMR,2022,NA,36.71183,37,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Central African Republic,CAF,2022,NA,22.17641,22,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Chad,TCD,2022,NA,26.20047,26,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,China,CHN,2022,NA,97.2068,97,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Colombia,COL,2022,NA,70.1536,70,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Costa Rica,CRI,2022,NA,85.95693,86,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Côte d'Ivoire,CIV,2022,NA,21.81496,22,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Cuba,CUB,2022,NA,93.37922,93,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Democratic Republic of the Congo,COD,2022,NA,19.35247,19,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Dominican Republic,DOM,2022,NA,48.32485,48,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Eastern Mediterranean Region,EMR,2022,NA,71.5196,72,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Ecuador,ECU,2022,NA,87.22955,87,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Ethiopia,ETH,2022,NA,8.32175,8,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Fiji,FJI,2022,NA,86.52844,87,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Gambia,GMB,2022,NA,12.94233,13,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Georgia,GEO,2022,NA,91.75735,92,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Ghana,GHA,2022,NA,41.68939,42,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Global,GLOBAL,2022,NA,75.15374,75,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Guinea,GIN,2022,NA,20.6361,21,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Guinea-Bissau,GNB,2022,NA,19.68909,20,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Guyana,GUY,2022,NA,83.47258,83,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Haiti,HTI,2022,NA,22.58268,23,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Honduras,HND,2022,NA,84.96356,85,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,India,IND,2022,NA,76.26479,76,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Indonesia,IDN,2022,NA,78.98522,79,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Iraq,IRQ,2022,NA,97.39161,97,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Kenya,KEN,2022,NA,37.59924,38,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Kiribati,KIR,2022,NA,55.68318,56,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Kyrgyzstan,KGZ,2022,NA,99.84674,100,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Lesotho,LSO,2022,NA,5.57191,6,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Liberia,LBR,2022,NA,3.44019,3,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Madagascar,MDG,2022,NA,23.43563,23,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Malawi,MWI,2022,NA,15.30759,15,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Mali,MLI,2022,NA,17.30087,17,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Mauritania,MRT,2022,NA,41.75241,42,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Mexico,MEX,2022,NA,93.94082,94,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Mongolia,MNG,2022,NA,86.37693,86,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Montenegro,MNE,2022,NA,99.24174,99,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Myanmar,MMR,2022,NA,74.58558,75,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Nepal,NPL,2022,NA,63.54284,64,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Niger,NER,2022,NA,24.61681,25,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Nigeria,NGA,2022,NA,31.07883,31,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,North Macedonia,MKD,2022,NA,99.67285,100,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,"occupied Palestinian territory, including east Jerusalem",PSE,2022,NA,94.91777,95,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Pakistan,PAK,2022,NA,84.69131,85,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Papua New Guinea,PNG,2022,NA,29.8555,30,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Philippines,PHL,2022,NA,81.75092,82,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Rwanda,RWA,2022,NA,18.40201,18,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Samoa,WSM,2022,NA,71.96437,72,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Sao Tome and Principe,STP,2022,NA,58.05791,58,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Senegal,SEN,2022,NA,22.24601,22,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Sierra Leone,SLE,2022,NA,17.83658,18,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Somalia,SOM,2022,NA,25.09764,25,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,South Sudan,SSD,2022,NA,5.6,6,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,South-East Asia Region,SEAR,2022,NA,75.86442,76,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Sri Lanka,LKA,2022,NA,85.34633,85,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Sudan,SDN,2022,NA,10.76258,11,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Suriname,SUR,2022,NA,72.11623,72,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Syrian Arab Republic,SYR,2022,NA,84.41615,84,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Tajikistan,TJK,2022,NA,72.95356,73,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Thailand,THA,2022,NA,85.01882,85,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Togo,TGO,2022,NA,17.33833,17,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Tonga,TON,2022,NA,69.54366,70,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Tunisia,TUN,2022,NA,84.26921,84,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Turkmenistan,TKM,2022,NA,100,100,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Tuvalu,TUV,2022,NA,93.95667,94,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Uganda,UGA,2022,NA,30.9042,31,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,United Republic of Tanzania,TZA,2022,NA,28.91653,29,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Uzbekistan,UZB,2022,NA,81.62647,82,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Vanuatu,VUT,2022,NA,75.87977,76,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Viet Nam,VNM,2022,NA,88.71177,89,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Western Pacific Region,WPR,2022,NA,94.53925,95,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Zambia,ZMB,2022,NA,18.15462,18,
Proportion of population using a hand-washing facility with soap and water (%),WSH_HYGIENE_BASIC,Zimbabwe,ZWE,2022,NA,42.45609,42,
Proportion of population using safely-managed drinking-water services (%),WSH_WATER_SAFELY_MANAGED,Afghanistan,AFG,2022,NA,30.0341,30,
